FIPS,County,NEAREST_1,NEAREST_2,NEAREST_3,NEAREST_4,NEAREST_5,NEAREST_6,NEAREST_7,NEAREST_8,NEAREST_9,NEAREST_10,NEAREST_11,NEAREST_12,NEAREST_13,NEAREST_14,NEAREST_15,NEAREST_16,NEAREST_17,NEAREST_18,NEAREST_19,NEAREST_20
13241,Rabun,13241,27099,46015,51161,31049,8023,29225,51045,17175,16065,31153,49025,36113,1039,48321,42081,27087,21031,21085,28093
13243,Randolph,13243,21239,28063,31063,1093,45071,12105,51003,49045,20079,30077,26143,39157,50005,29221,4003,46077,46081,41043,38015
13245,Richmond,13245,29139,1081,29021,39115,55037,10003,29049,24015,17139,18155,1107,28087,39127,54031,20169,48037,17041,17029,55017
13247,Rockdale,13247,42055,1047,48079,17017,2068,48181,28083,48441,18027,55051,27053,45013,54007,45053,32021,13217,39023,29159,20117
13249,Schley,13249,5057,51047,16085,28049,55019,48139,21097,50009,12055,29189,38029,1127,18165,39013,21191,29061,6113,46039,42101
13251,Screven,13251,48151,30097,53011,32019,55075,17033,29095,28151,48121,54105,48315,1065,17079,54065,55113,20029,5017,10001,48497
13253,Seminole,13253,12069,20191,16001,45021,48027,21045,17197,22037,51147,26083,26073,33019,5131,19001,35001,49003,42069,36063,46087
13255,Spalding,13255,22015,48253,4011,1065,54105,45049,16049,54065,29107,24043,1105,20195,48121,54003,17033,34009,48085,18153,32019
13257,Stephens,13257,39175,21027,48229,42109,48069,26131,29105,42119,36031,27039,51005,49017,1039,13119,30069,17143,27087,46017,27005
13259,Stewart,13259,42091,31145,29071,51079,8025,5133,45081,29075,21073,35053,1075,21187,41043,27035,55035,12049,17019,46057,26039
13261,Sumter,13261,31065,6095,39067,29099,34021,26135,51137,29079,8049,48155,21017,53021,18045,50009,18171,1127,21181,20017,21097
13263,Talbot,13263,45011,49019,8073,5091,1125,21117,21015,12043,21037,28055,46021,30093,34033,29113,51187,48439,48433,20061,35025
13265,Taliaferro,13265,20023,20013,48303,28155,55109,22073,30081,54083,18175,17115,42133,48277,46115,18143,39049,39045,13133,20043,13301
13267,Tattnall,13267,45051,13233,1023,2100,38073,49013,24045,48401,17191,13143,31169,20171,18035,18135,54011,13109,40067,49001,16069
13269,Taylor,13269,39111,15009,46051,27095,4013,29183,20137,8117,55119,29117,30093,41005,26119,49023,18121,51061,51187,34007,21037
13271,Telfair,13271,1055,18159,49051,6009,53049,45041,56003,48485,24037,28061,18067,21043,48131,48001,51193,26069,21063,17145,20003
13273,Terrell,13273,21067,55053,2185,23003,26103,34019,56029,26143,5061,39157,42017,29081,5109,46011,4003,29221,1133,51109,8057
13275,Thomas,13275,36055,51053,39155,31041,6085,47055,38103,48371,53043,33001,48507,18127,16039,5149,22117,30055,37119,26145,30099
13277,Tift,13277,29157,21237,55001,34017,19007,26003,41017,28065,48103,42007,8033,32017,8069,34013,51101,34003,27117,31019,49035
13279,Toombs,13279,24019,41069,31129,29111,27129,54011,28023,48401,30025,5079,18035,55031,16069,17191,55115,48077,20203,13209,4007
13283,Treutlen,13283,18059,17121,29205,32015,16059,20089,53003,24041,48423,39087,55078,28075,48227,38021,8001,5011,46137,42051,28101
13285,Troup,13285,8097,54027,26047,8039,13199,6073,46063,54107,18031,24029,29163,23025,41063,46013,39163,20027,20161,54037,48063
13287,Turner,13287,51033,48161,29171,31137,54029,6077,6037,8099,17157,5059,45055,20073,49035,27081,1043,34039,48135,28065,21011
13289,Twiggs,13289,48505,8059,1117,20197,12085,41065,51013,8077,29041,35017,54049,54061,46089,27151,28079,32001,55069,39001,54103
13291,Union,13291,1053,32007,27047,36041,16051,48057,27107,31155,42035,27031,39137,53033,51071,21149,40123,29077,31033,29167,17095
13293,Upson,13293,54073,17013,2164,28125,6011,20065,26031,39061,18021,51069,48397,20179,51043,34011,17023,18167,27009,55107,29033
13295,Walker,13295,19087,55039,6043,48235,36103,5117,42065,48005,16009,20037,37155,13229,48025,17151,20081,53045,17069,13025,28041
13297,Walton,13297,39021,31133,32021,18037,20165,27037,48059,54101,38041,27167,8125,39023,28043,17129,36033,49031,22013,22081,1085
13299,Ware,13299,13083,18183,31121,38039,37093,17127,42031,20189,56041,21195,51115,53045,48455,27063,19183,36075,5085,17151,28041
13301,Warren,13301,28105,39045,8041,22073,29027,26089,30081,27041,20043,8045,18071,13189,20023,28019,1051,6091,48215,41071,17139
13303,Washington,13303,39163,48063,24027,54033,17117,27059,41067,6115,20087,45005,27145,26109,41051,24029,54017,46013,18031,6073,41063
13305,Wayne,13305,2230,54045,55015,49021,17059,38033,53067,18001,30045,29217,1129,5001,51001,19111,48347,18179,48409,31185,46075
13307,Webster,13307,20115,17183,21209,48217,27035,26039,46057,51113,28021,45063,42017,29081,56029,5061,51079,39059,31145,53021,4003
13309,Wheeler,13309,29103,5025,31181,21019,38045,26001,1015,48131,35029,17081,28061,18095,24009,18057,13209,20059,4007,6005,30059
13313,Whitfield,13313,2275,29011,16023,18003,31143,36049,5095,19115,27091,31105,13025,17069,46095,48175,54047,19057,13047,38091,6071
13315,Wilcox,13315,1009,21205,18023,42125,48487,45085,34025,41031,23017,45061,48479,35023,27017,49049,28127,5039,27083,31061,28129
13317,Wilkes,13317,38037,50013,29051,29087,4012,22021,51091,18019,31057,42071,17039,28017,1011,18043,48143,46115,55093,18175,41053
13319,Wilkinson,13319,5139,29175,39131,48503,6061,18109,45015,41055,20177,28079,48447,18081,55069,48115,54049,24031,54077,48499,49039
13321,Worth,13321,28077,21197,19185,29186,39029,51085,34039,53001,18181,26011,45055,1103,12009,46103,48293,20073,21065,55057,27117
15003,Honolulu,15003,48093,42075,49055,18043,13105,31057,29005,18061,1109,51091,48189,28017,40023,12103,51017,29131,39041,22021,41003
15009,Maui,15009,13269,39111,29183,41005,49023,46051,27095,4013,51187,30093,29025,34015,34007,55119,20137,20041,17045,8117,21037
16001,Ada,16001,12069,13253,22037,17197,45021,33019,5131,49003,20191,51147,35001,26083,51037,48027,21045,31113,42069,38083,47181
16003,Adams,16003,53005,29063,39119,48125,22065,41047,48061,21041,46025,42029,1113,42045,12049,51165,45037,50019,1075,5081,13053
16005,Bannock,16005,31173,48089,30005,37171,19069,48205,25021,40037,27089,37065,5015,22051,22057,53057,19097,5093,22019,36095,48265
16007,Bear Lake,16007,26159,48421,12067,35033,36021,30051,40043,47063,2020,47041,22087,53051,31161,36013,27135,29155,48019,36039,37001
16009,Benewah,16009,36103,48235,48025,19087,20081,48005,27165,23015,13295,17069,13229,6043,54059,13025,51001,37155,1129,5117,40137
16011,Bingham,16011,39051,31053,12033,51197,21219,48239,37191,31123,5035,46123,42105,47123,22011,19163,21047,53061,37107,40059,4001
16013,Blaine,16013,47115,19059,36075,30083,26151,55027,21145,20189,48105,40015,17127,53031,42053,51195,28039,51199,21007,13065,56021
16015,Boise,16015,21151,55081,5097,20015,4025,26051,6001,48475,51075,19053,1079,33009,18111,34041,45023,29093,13095,29187,45039
16017,Bonner,16017,5063,19151,38099,19113,47091,47163,37183,16067,48291,48177,25013,21035,47175,26023,36053,56015,35021,40041,31119
16019,Bonneville,16019,37049,19131,37113,25007,42081,17011,2170,48321,21227,2122,51121,36113,22003,12091,8023,47047,20033,39143,21031
16021,Boundary,16021,38067,19055,31165,17111,12045,47005,6031,22007,5135,19019,47085,19061,16031,17007,19025,47171,38019,48149,19161
16023,Butte,16023,2275,31105,13313,48175,29011,54047,19115,36049,31143,6071,40087,18003,13213,46095,5095,42033,27091,29097,40049
16025,Camas,16025,36117,26157,42085,48313,48163,47103,21131,51149,13185,18149,23031,28109,19123,29201,37007,21193,32013,5105,8083
16027,Canyon,16027,40079,26107,21217,46061,27055,8071,17063,1069,42079,12119,50027,28003,45083,51031,48129,19003,51011,45045,21155
16029,Caribou,16029,47097,47165,19133,25023,19023,48157,22053,36093,17141,47155,37117,37169,48171,48341,12029,2013,40111,22075,40153
16031,Cassia,16031,48071,53047,17111,47017,48377,17007,26015,16021,12001,25011,38067,47053,12045,31165,19055,19019,6031,38019,47005
16035,Clearwater,16035,42061,48399,46065,39149,20083,40095,27079,12087,48141,37129,13051,18173,8109,54019,1131,28027,29185,13117,17109
16037,Custer,16037,31001,26069,46055,28067,20075,23001,21127,21115,53075,20001,18067,29199,5053,13069,40033,51159,17055,27127,41013
16039,Elmore,16039,48507,31041,21125,26145,55103,29223,30099,36055,19181,51053,13275,37119,6085,18127,33001,46083,47055,40009,18089
16041,Franklin,16041,25009,22071,36123,26125,47187,37059,5101,4005,55045,5129,37131,37091,12123,55065,48473,47095,47149,48111,47057
16043,Fremont,16043,28071,39101,13119,27005,1041,22043,17179,49017,36031,48049,8081,21163,29029,51005,21027,13195,27049,32009,42109
16045,Gem,16045,50017,46097,39169,28001,21167,48191,27021,13061,20173,42077,8089,26035,45059,19159,5113,32031,51125,53025,13099
16047,Gooding,16047,51175,40147,12079,48325,47003,6069,56013,29143,40039,28045,31071,49005,26021,48185,22103,33015,36069,51105,37159
16049,Idaho,16049,13035,24043,22015,4011,22119,2110,1105,54021,48253,20195,27003,13255,2090,17171,27155,18055,48085,45049,6007
16051,Jefferson,16051,48057,21149,40123,39137,30027,28143,13291,1053,29167,46085,48095,42027,27107,17095,54089,32007,27047,36041,13187
16053,Jerome,16053,55105,26099,56031,5137,40011,47015,47131,47073,37073,40131,19011,12121,19035,19021,19171,41037,42049,40097,47095
16055,Kootenai,16055,19063,47065,21139,48255,13049,40051,6039,18113,20175,20021,31125,49053,48373,19183,37051,55131,51131,56041,28039
16057,Latah,16057,27015,18009,24039,6109,13115,17065,13001,48431,42063,55087,6105,40067,48347,31035,19111,29045,30109,20011,23011
16059,Lemhi,16059,32015,39087,28075,13283,8001,55078,1029,48227,17121,5043,24041,18059,53003,20089,18065,48423,53069,55115,29205
16061,Lewis,16061,53015,17001,48273,29037,54079,18177,8051,48337,13045,32011,27085,13031,56033,17159,55083,48335,20157,38081,6003
16063,Lincoln,16063,28047,21105,5023,26147,40139,51169,36011,40035,35047,26027,31183,19041,47031,47177,55055,12047,36067,48339,42123
16065,Madison,16065,51045,46015,1039,42119,31049,27099,13241,27087,17175,28093,31153,21085,51161,13137,26131,20097,8115,39175,13257
16067,Minidoka,16067,47175,12003,5063,47163,37037,26149,16017,19113,21035,47007,48291,19151,56015,36053,40017,26023,38099,31119,21083
16069,Nez Perce,16069,17191,42111,54011,29111,20121,13143,41069,48401,20171,24019,13279,18065,48335,27129,6003,30025,1029,48337,45051
16071,Oneida,16071,37003,5021,36025,35028,26065,22095,40117,47013,37185,22093,31045,53019,12129,26093,53073,41035,36121,55065,31027
16073,Owyhee,16073,31027,37027,26045,5143,5121,22093,37077,37181,38023,12107,26065,36025,53047,25011,40103,48021,47049,37003,5087
16075,Payette,16075,6075,26133,22029,39005,28117,19173,17105,48099,1067,56039,51009,6083,41039,27057,21179,21229,27169,48045,29065
16077,Power,16077,47145,48361,37009,5031,38105,36077,19105,19097,31179,19197,5007,40083,35039,55101,19091,47161,35021,31013,37005
16079,Shoshone,16079,8105,5077,29057,21233,13123,27043,55117,39125,17131,48403,38097,13111,13127,21107,31023,49009,35009,31159,48391
16081,Teton,16081,42093,28009,38057,46003,51023,19129,17123,45073,37031,35006,22079,48411,31101,39147,20151,48381,8055,39033,42097
16083,Twin Falls,16083,37015,41015,17177,31089,47045,19013,47089,47037,17201,25025,38019,37197,17085,22023,47189,19093,19193,19161,48259
16085,Valley,16085,51047,5057,1127,28049,46039,50009,55019,39013,29079,13249,21097,8049,26135,21201,18045,31065,48139,29189,12093
16087,Washington,16087,1005,51015,40089,42011,29147,55011,45047,12057,21211,26013,31085,39083,27159,38059,48153,31087,28095,45065,26165
17001,Adams,17001,32011,27085,56033,16061,53015,42009,29037,13097,54079,48365,48273,13031,20101,5041,48353,18177,17047,13109,10005
17003,Alexander,17003,55021,6047,27137,18099,19143,20129,20125,51181,36079,47051,19123,38027,13173,51095,21193,23031,42121,5045,48471
17005,Bond,17005,54061,1121,24033,48467,48247,8059,51013,20199,26153,39145,55013,27151,13289,41065,35017,39001,20183,48505,48115
17007,Boone,17007,38019,17201,17111,19019,12041,19013,12045,48259,47159,47053,6031,16031,16021,47045,19055,31089,5135,38067,37015
17009,Brown,17009,42057,38077,13103,8121,27019,26033,6065,13121,12021,48097,28133,1091,13063,46119,28011,48353,18083,17101,54087
17011,Bureau,17011,25007,16019,42081,39143,37049,19131,2122,47047,36113,21227,37113,48321,21061,2170,37099,40121,51161,29229,8023
17013,Calhoun,17013,13293,54073,28125,6011,2164,26031,20065,39061,20179,51069,17023,27009,34011,18021,55107,51043,48397,48067,18167
17015,Carroll,17015,22051,47155,5093,27089,47147,40153,19069,48205,36093,37171,19133,35055,19023,37117,30005,47097,22019,37169,47165
17017,Cass,17017,1047,42055,13247,2068,55051,48079,32021,45013,48181,27167,39023,18027,54007,28083,30037,48441,13217,27053,29159
17019,Champaign,17019,20113,26079,55035,21103,30039,45037,29075,12049,1075,2220,22107,8025,29073,51165,50015,48425,39031,35053,39119
17021,Christian,17021,13141,29019,48429,53039,6091,20005,20167,28019,48305,8045,24013,18071,45019,24005,13125,39129,48363,24025,27041
17023,Clark,17023,34011,51069,4009,39061,26031,20179,55107,29177,29047,2164,6011,28125,41059,39009,13033,20065,41027,48067,1007
17025,Clay,17025,29127,48183,39053,54053,13043,5043,26097,55078,28075,8001,24011,24041,49007,13107,41009,20157,20091,18065,6003
17027,Clinton,17027,48317,20139,8014,6059,1115,5013,48009,29121,23007,28123,30007,21089,45027,13175,48213,20183,13023,42059,53013
17029,Coles,17029,54031,48489,22035,13145,48263,48367,22123,46037,10003,6033,55037,1107,12015,32029,18137,48439,28055,24015,29139
17031,Cook,17031,39085,29181,46027,26037,48287,55043,36037,22063,21147,51117,37035,27071,48271,5047,33011,47101,47135,38069,37109
17033,Crawford,17033,32019,28151,54065,48151,54105,13251,1065,48121,30097,53011,6021,29095,55075,55113,29107,13255,17149,45049,39017
17037,DeKalb,17037,37021,47113,19065,21171,35007,38101,47027,31091,40003,50003,26081,12005,4015,29091,48167,48031,56027,30029,12075
17039,De Witt,17039,28017,1011,22021,56011,51091,29087,20159,18019,49055,18043,39089,42071,41003,13317,13181,38037,31057,4012,29151
17041,Douglas,17041,20169,55017,48037,18155,12027,26009,13215,29219,28087,21041,48221,27097,30023,51171,48125,13245,48061,29063,20153
17043,DuPage,17043,47039,5033,26067,22121,46135,33005,29149,38049,39035,35043,21053,21231,37055,22047,48271,12013,47135,19043,47137
17045,Edgar,17045,20041,29025,34015,41005,49023,8037,51187,26043,21117,39121,23021,51171,5091,30093,15009,27097,21037,21015,34033
17047,Edwards,17047,48365,5041,49001,56033,18135,13223,13109,31169,20101,24045,27085,17001,54079,38073,8087,27143,32011,42009,17185
17049,Effingham,17049,24035,28069,5003,48459,4027,48237,24023,48415,29137,49027,41021,48033,39105,20209,13165,30003,39079,29173,6045
17051,Fayette,17051,1027,18145,55067,24003,39079,13167,28099,48033,29137,18081,48499,54077,48237,55013,4027,24023,6061,48047,20199
17053,Ford,17053,39075,32023,29055,42077,55121,26113,13061,50023,21005,6041,32031,28057,8107,29227,51125,28001,46081,45059,27021
17055,Franklin,17055,40033,46055,13161,41013,21127,29199,18053,5069,27127,51133,20001,48073,31001,8091,48173,23001,45033,20093,16037
17057,Fulton,17057,27131,18147,28119,38089,48017,29085,42087,27027,39091,55061,13139,18173,13117,40069,37129,31097,54067,46069,28135
17059,Gallatin,17059,55015,2230,54045,13305,1129,30045,51001,31185,27165,53067,18179,49021,38033,23015,46075,18001,19111,48347,29217
17061,Greene,17061,13171,54085,46109,8065,30095,6025,27141,55099,20027,20149,12099,46129,54107,54037,46063,8063,13199,27025,13207
17063,Grundy,17063,12119,8071,16027,50027,40079,51031,26107,21217,45083,22125,27055,21001,48129,46061,39093,29203,42079,36063,12063
17065,Hamilton,17065,48431,6109,29045,13001,18009,55087,23011,31035,24039,16057,40067,20107,27015,54099,8123,49013,48249,6105,13115
17067,Hancock,17067,48081,55007,55009,27103,23027,13183,18075,54005,48355,13015,29013,42021,37047,46117,17193,8087,24047,20055,48419
17069,Hardin,17069,13025,20081,48005,48025,18003,27091,16009,19087,36103,38091,13047,48235,13313,5117,31185,13295,1129,42065,27165
17071,Henderson,17071,27013,56019,39161,48391,20069,23013,31159,48405,48451,54109,5107,13191,40099,35009,21225,38017,37017,13227,40049
17073,Henry,17073,37043,29077,19195,51071,51155,42035,21177,27119,30089,40063,48117,27031,37107,40133,37103,39069,37039,39173,36041
17075,Iroquois,17075,1059,42095,13037,48309,28037,38015,5113,19159,51065,21113,46079,6111,26035,29221,49037,48191,45071,21167,30077
17077,Jackson,17077,6023,36059,21153,51097,27101,19051,18017,20207,45031,55137,53027,40141,38093,42019,48461,51159,1095,53075,18103
17079,Jasper,17079,5017,29095,48497,20029,30097,13149,48415,55113,29173,13251,55075,53011,13165,24001,48315,48261,46091,48151,39105
17081,Jefferson,17081,30059,21019,42129,18095,20003,55135,5025,13309,29103,48131,31181,8091,55031,48173,38045,1019,28061,35029,24037
17083,Jersey,17083,34001,48207,54095,51107,39025,28163,29033,45009,48113,18167,6101,51043,46021,18021,27011,5073,5027,13021,48165
17085,Jo Daviess,17085,47037,37197,22023,40119,48043,38079,12109,31043,37069,41015,17177,47043,19193,25025,16083,19187,47189,12037,47001
17087,Johnson,17087,37165,51115,27063,48455,19101,28111,55047,38039,42031,5085,56043,21071,20067,20133,46071,21195,18085,35019,8067
17089,Kane,17089,47077,37111,31091,37055,12013,22047,47137,4015,48453,46009,19043,50025,29149,19027,26067,19065,42115,47027,21053
17091,Kankakee,17091,39153,13201,6081,29179,46087,5127,21137,42089,46033,26073,19175,1033,35061,45087,51147,38083,48087,45021,55123
17093,Kendall,17093,37149,22077,31117,48243,42131,46067,26117,12063,41019,19005,39093,21001,19009,48179,47023,47109,40053,21207,19077
17095,Knox,17095,29167,54089,13187,48369,48057,27107,21059,1035,8003,16051,28143,30027,27147,37133,13291,42027,46085,21149,40123
17097,Lake,17097,27069,31051,22089,31017,25017,47085,5087,19061,22007,31165,47005,48149,38023,48015,37083,38067,38013,32003,19055
17101,Lawrence,17101,38011,12021,20201,54087,39135,13103,13063,10005,48097,29101,30001,13113,42057,8015,48353,22017,17009,54035,39113
17103,Lee,17103,21003,48375,37013,19037,40151,48039,37087,40091,41045,12131,47075,35031,29153,42015,25001,6049,46023,29067,19085
17105,Livingston,17105,51009,28117,39005,27169,6083,16075,26133,27057,6075,48045,22029,56039,46111,21179,21155,48099,12101,19003,20095
17107,Logan,17107,13221,41001,27111,31147,41041,53077,55093,36019,20009,1101,28013,54075,6063,35003,8103,39041,39049,22049,48277
17109,McDonough,17109,29185,18163,27079,28027,12087,13057,46065,48399,42061,48141,8109,41023,36089,16035,54019,37019,31151,6051,20083
17111,McHenry,17111,16021,12045,38067,19055,6031,19019,17007,16031,31165,47005,5135,38019,22007,48071,47085,17201,19013,19061,53047
17113,McLean,17113,21029,46005,45001,26165,29125,38059,8101,50007,21111,39083,48193,41003,22025,12103,48153,28081,28115,22059,12057
17115,Macon,17115,18143,46115,30081,1087,22073,20043,41053,20053,13265,39045,54071,55033,48387,20023,48107,28025,13189,4012,13301
17117,Macoupin,17117,41067,6115,27145,41051,54033,27059,45005,54017,48063,26109,13303,24027,39163,30031,20161,1007,20087,6057,24029
17119,Madison,17119,51059,8019,8017,18133,39001,48257,20147,12085,41065,13153,13225,28089,51013,27073,27065,18063,20197,54103,38051
17121,Marion,17121,53003,48423,13283,48227,18059,39087,32015,42051,29205,16059,20059,38021,46137,28101,53069,45089,20089,24041,28075
17123,Marshall,17123,45073,19129,22079,48411,38057,42093,39147,51023,16081,20151,21085,28009,28093,30069,27087,26131,29105,42097,46003
17125,Mason,17125,40013,13013,27037,36033,38041,42041,48083,31133,26053,18037,12086,46069,4019,20145,39021,1085,48279,31097,42099
17127,Massac,17127,20189,37093,36075,55027,28039,47115,19183,13299,56041,20021,31125,16013,18113,21145,38039,42031,31121,42053,13083
17129,Menard,17129,28043,8125,54101,20165,8043,1085,4019,29141,13219,18117,48059,48219,22013,39097,42041,13211,38041,48147,42001
17131,Mercer,17131,21107,27043,5123,29057,31023,39039,38097,16079,39125,13111,5077,8105,48469,55117,37163,20119,36043,47139,21233
17133,Monroe,17133,46093,48349,33007,27001,51177,8061,38047,20017,21181,45079,39081,5019,48155,13081,54009,12061,55141,13093,18157
17135,Montgomery,17135,54091,20087,8035,46013,18119,41063,26141,24027,23025,13303,24029,1007,39163,41027,18031,54033,48063,27059,46105
17137,Morgan,17137,39057,55029,6007,20117,35035,54021,29159,13151,13217,27053,28015,28083,54007,18027,24043,1105,20195,17171,54013
17139,Moultrie,17139,29021,1081,48215,41071,24015,29027,13245,55037,18079,8041,29139,49015,12115,39127,28105,18077,24025,13189,28087
17141,Ogle,17141,19017,22075,48157,48341,19047,36083,47111,22001,47033,16029,6027,47165,37187,47097,36015,31015,12029,19023,25023
17143,Peoria,17143,46017,27039,48069,8115,48229,40005,26105,42109,13137,29059,13011,31025,31131,20047,39175,30061,21091,8095,21027
17145,Perry,17145,29197,51193,21063,42003,48001,13017,48329,18067,5053,31099,51159,55097,20075,45031,1095,20031,13271,27083,48485
17147,Piatt,17147,50011,29003,12081,21223,29151,13181,22041,26055,26071,21185,30103,6097,48143,28025,48107,39089,48387,42071,55033
17149,Pike,17149,27171,6021,13077,20063,30001,28151,54065,22017,13113,17033,55113,32019,54105,48151,30097,39135,54035,13251,1065
17151,Pope,17151,55039,31121,53045,20037,18183,13083,42065,28041,5117,51131,13295,21195,6043,56041,13299,19087,40051,37155,19183
17153,Pulaski,17153,53063,37153,42121,19107,20099,20129,31093,5045,13065,18085,48013,28131,8067,51199,47051,6047,56021,21119,27137
17157,Randolph,17157,29171,48161,51033,8099,13287,48487,5059,6077,45061,35023,18015,31137,6037,28127,48479,54029,27081,30079,48135
17159,Richland,17159,13031,18177,38081,55083,29037,20157,53015,13045,8051,10005,48203,54053,16061,54035,13043,27093,38011,32011,17001
17161,Rock Island,17161,48351,19189,55089,51021,40125,46123,29109,36043,48469,48327,42023,8021,51197,19163,37191,39051,21047,16011,5037
17163,St. Clair,17163,6067,20111,28121,18107,51179,54069,30017,21069,31083,13093,13235,12111,35027,29211,48003,45085,38047,41031,21161
17165,Saline,17165,13055,18069,36045,31081,20011,54059,30109,40137,13229,55139,37155,42063,6105,13005,38003,23015,6043,23023,18179
17167,Sangamon,17167,28097,46049,20131,27163,18093,29053,1001,55125,49041,23029,27051,12011,22061,54097,8119,28015,42001,13211,39097
17169,Schuyler,17169,29083,22031,49047,46119,18051,54015,55003,39109,13089,13121,20135,13051,6103,27019,27139,1131,38077,26033,18125
17171,Scott,17171,20195,1105,24043,54013,54021,22015,16049,13255,13035,13151,53059,22017,6007,4011,46107,48253,39113,39057,27171
17173,Shelby,17173,55041,55005,1123,28103,28159,30067,29165,46031,20193,48343,41057,20181,54093,13163,1017,54023,18005,22067,55095
17175,Stark,17175,31153,31049,46015,13241,20097,51045,48307,16065,26127,49025,29225,39063,13137,8023,27099,21183,31025,28033,54063
17177,Stephenson,17177,41015,16083,37015,47089,31089,47045,25025,47037,19013,17085,17201,37197,22023,30019,47189,38019,19193,19093,31043
17179,Tazewell,17179,1041,48049,39101,16043,13195,29029,27049,28071,31127,13119,8027,27005,8081,42043,22043,21163,22127,49017,36031
17181,Union,17181,28035,19179,5119,23005,20187,30021,30013,21119,1071,13003,48311,18049,55077,48225,51073,51095,42019,13173,26063
17183,Vermilion,17183,13307,20115,26039,46057,27035,51113,21209,48217,28021,45063,39059,31145,51079,42017,6055,29081,29071,42091,1057
17185,Wabash,17185,20101,39037,28011,1091,38087,42009,6065,54039,13097,30107,31095,6103,48365,26033,27085,56033,40085,48353,17047
17187,Warren,17187,49009,6089,29039,54081,48403,21101,53053,8075,35009,20057,13123,37141,27161,40099,13227,13191,48007,1099,48095
17189,Washington,17189,29001,8085,28129,21043,13091,31061,5039,20031,53023,48485,27173,30007,27017,6005,24017,55097,53049,48213,20071
17191,Wayne,17191,48401,13143,16069,54011,20171,45051,29111,13267,42111,41069,24019,13279,2100,18035,20121,31129,48335,38073,48273
17193,White,17193,18075,20055,46117,42021,31059,48081,5001,37047,17067,48409,13183,48355,55007,54005,13115,55009,1023,13015,27103
17195,Whiteside,17195,25005,42117,40107,47167,48481,27113,21141,48359,56037,56009,21213,19033,39095,37147,31021,31069,37173,46053,29213
17197,Will,17197,5131,33019,49003,22037,16001,51037,12069,31113,13253,45021,47181,26083,42069,20191,51147,47071,35001,55023,29035
17199,Williamson,17199,27033,18169,42005,51103,1049,48383,49043,8111,51133,19177,41013,31079,21159,56043,20001,40031,45033,45069,20133
17201,Winnebago,17201,38019,19013,47045,37015,48259,16083,31089,17007,19019,17177,41015,47089,12041,47171,6031,12045,19161,47037,25025
17203,Woodford,17203,46073,48333,48437,39033,27109,6035,53037,8055,42097,1031,19071,21093,20151,32009,40127,31135,13147,29169,30069
18001,Adams,18001,29217,13129,38033,49021,13305,46075,55015,2230,54045,17059,31185,1129,48409,37017,19057,21225,23013,20069,37047
18003,Allen,18003,13025,27091,17069,13313,13047,38091,31143,48005,20081,46095,48025,2275,27075,19115,29011,16023,5117,5095,42065
18005,Bartholomew,18005,20181,39141,13163,29007,1037,4021,18013,28159,27121,55095,30011,26029,1017,13009,41057,6057,27149,27025,39009
18007,Benton,18007,21049,8011,39019,6013,51109,12097,31073,28085,45039,13095,29187,26129,34035,48197,38043,48475,34019,8057,46011
18009,Blackford,18009,24039,48431,16057,55087,17065,6109,40067,27015,13001,13115,29045,23011,31035,20107,42063,49013,6105,48347,19111
18011,Boone,18011,24017,48213,53013,21135,27173,8013,30007,49049,35027,45027,13235,6059,1115,13091,26007,31061,42125,55073,8085
18013,Brown,18013,4021,55095,13009,20181,1037,39141,41057,18005,28007,28159,27025,12099,18105,27149,27121,13163,29007,13169,30011
18015,Carroll,18015,30079,5059,8069,8099,42007,8113,45061,6077,17157,48161,13155,28065,19007,21175,34017,29171,31099,51057,38093
18017,Cass,18017,27101,38093,51097,40141,20207,17077,13155,6023,21175,48461,51057,1095,21153,45031,51101,5125,31019,8033,45025
18019,Clark,18019,42071,48143,4012,29087,39089,13181,1011,29151,50013,26055,17039,13317,28025,22021,20159,12081,41053,38037,28017
18021,Clay,18021,27011,48397,29033,13293,54073,20065,17013,51043,18167,39071,45035,20163,2164,24031,46105,51107,48207,6011,17083
18023,Clinton,18023,23017,27017,21205,13315,1009,5039,55097,42125,27083,28129,31061,45061,20031,48329,29001,41031,48487,45085,49049
18025,Crawford,18025,46059,30065,13059,35003,39159,22127,28161,54075,31127,27049,31147,13219,26053,27111,29141,13195,41001,8043,41041
18027,Daviess,18027,54007,28083,13217,29159,48079,20117,27053,45013,1047,55029,42055,13247,39023,48181,45053,17017,17137,38001,27123
18029,Dearborn,18029,20143,48067,35051,55107,29165,48343,13033,20179,12015,32029,20193,28125,6011,28103,30067,39009,6033,27009,39061
18031,Decatur,18031,6073,24029,8039,46013,41063,23025,20087,39163,26047,13285,13303,48063,54027,24027,8097,17135,8035,45005,13199
18033,DeKalb,18033,42047,53035,5147,8007,55131,48457,29097,37051,47011,21143,20175,40087,19139,48413,46095,31007,47065,1097,31141
18035,Delaware,18035,5079,2100,31129,48401,20107,49013,54011,13279,45051,28023,48249,24019,17191,29111,41069,13267,27129,55031,16069
18037,Dubois,18037,39021,31133,36033,27037,40013,38041,13297,49031,17125,13013,46069,29015,42041,28135,22081,27167,54101,32021,4019
18039,Elkhart,18039,37125,31077,51195,46007,21039,53031,13101,19095,21007,48407,47061,48105,30083,40015,28131,48013,38063,35047,19041
